商品名,価格,原価,カテゴリ番号,販売ステータス（1:販売中、0:販売中止）,サイズ,商品説明,タグ,リストへの表示（1:表示、:非表示）,販売時期（コロン区切りで1～12月。1:販売、0:休止),在庫管理（1:在庫管理する、0:在庫管理なし）,最小注文数,最大注文数,定番商品(1:定番商品、0:特別商品）,発送所要日数,販売日数（特別商品の場合は何日後まで販売するか）,単位,SKUコード（商品ごとに別のもの）
幸せいっぱいグラスブーケ【花の南福花園オリジナル】,3729,,2,1,20cm×25cm,幸せがいっぱいつまったブーケ風花束です。当店の人気商品です。,結婚祝い 出産祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,束,mt-121
花束【花の南福花園オリジナル】,3240,,2,1,30cm×30ｃｍ,赤バラがメインのブーケ風花束です。対照の色の青を入れることで赤が引き立ちます。,お誕生日祝い  結婚記念日,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,束,ht-202
枕花　送料無料！即日出荷対応！,16200,,4,1,80cm×60cm,中堅サイズの据え置き式お供え花。 法要などに丁度いいサイズです<br><br>価格：１基；15750円（消費税税込み）　 １対；31500円（消費税込み）<br>※1対をご注文の際は、数量を2としてください,ご葬儀 法事,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,基,HT3102
枕花　送料無料！即日出荷対応！,21600,,4,1,80cm×60cm,リーズナブルな価格のコンパクトな据え置き式お供え花。<br><br>価格：１基；10500円（消費税税込み）　 １対；21000円（消費税込み）<br>※1対をご注文の際は、数量を2としてください。 ,ご葬儀 法事　御供え,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,基,HT3101
御供スタンド花　送料無料！即日出荷対応！,21600,,4,1,200cm×150cm,２段スタンド<br>商品番号ST2001<br>価格は一基の金額です。1対の場合は数量を２としてください,ご葬儀,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,基,ST-2001
御供スタンド花　送料無料！即日出荷対応！,32400,,4,1,220cm×150cm,豪華に3段盛りです。迫力満点の豪華スタンド花です。,ご葬儀,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,基,MH4302
枕花　送料無料！即日出荷対応！,16200,,4,1,150cm×150cm,（お供え花)ミヤビ：so-001<br>足つきの籠に入ったお供え花です。祭壇の脇に飾れるように背丈を低くしております。 <br><br>価格：１基；15750円（消費税税込み）　 １対；31500円（消費税込み）<br>※1対をご注文の際は、数量を2としてください。,ご葬儀,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,基,ST-1002
花束【花の南福花園オリジナル】,4320,,2,1,50cm×40cm,可愛くピンク系のバラ・ピンク系スプレーカーネション・カスミソウなどを使用して花束にしました。ピンクバラ花束, 出産祝退職祝い 移転祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,MT-44
花束【花の南福花園オリジナル】,3240,,2,1,L550×W300,紫系でまとめた花束です。<br><br>紫系花束, 結婚祝い 出産祝い退職祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,HT-704
花束【花の南福花園オリジナル】,3240,,2,1,L500×W300,情熱の色赤を基調とした花束です。<br>赤系花束,お誕生日祝い  結婚記念日,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,束,HT-701
フラワーアレンジメント【花の南福花園オリジナル】,4320,,1,1,w300×h280,黄色系で鮮やかなアレンジに仕上げました。黄色系アレンジメント, 出産祝い　開店祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,MT-42
フラワーアレンジメント【花の南福花園オリジナル】,3240,,1,1,w300×h300,ブルー系でシックにまとめました。ブルー系アレンジメント,引っ越し祝いお礼 ご挨拶,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,MT-74
フラワーアレンジメント,3240,,1,1,30cm×25ｃｍ,冬の花ストックをメインに使った御供えのフラワーアレンジメントです。,ご葬儀 法事　カラー白　ストック　菊　カスミ草,1,1:1:1:::::::::1,0,1,9999,1,1,0,個,mt-803
３色のバラとかすみ草でとっても華やか花束　送料無料！,7560,,2,1,50cm×40cm,バラをメインに使った花束です。見栄えが豪華なので御祝にはお勧めです。,お誕生日祝い  結婚記念日祝い 結婚祝い ,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,束,ht-304
淡い緑の色合いにハートの器がマッチしたフラワーアレンジメント　送料無料！,6480,,1,1,25×25cm,爽やかなグリーンのお花でまとめたフラワーアレンジメントです。器がハート型になっているのが特徴的で、愛を形にしたい、そんなお気持ちにお答えできる商品です。,お誕生日祝い 結婚記念,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,mt-335
白胡蝶蘭5本立ち　送料無料　即日発送対応,32400,,3,1,（W）60cm×（H）90cm,豪華な白の５本立ちの胡蝶蘭です。<br>大切な方への贈り物に如何でしょう白胡蝶蘭5本立ち,御祝　開店祝い　博多座　中洲　移転祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,HT-60
胡蝶蘭ピンク大輪系５本立ち　送料無料！,54000,,3,1,60×90cm,とっても豪華なピンクの大輪系胡蝶蘭の５本立ちです。圧倒的な迫力は、頂かれる方もインパクト大です。法人様のお買い求めの多い商品です同梱物：胡蝶蘭の管理方法,開店祝い 博多座　中洲　上場祝い 就任祝い 退職祝い 移転祝い 周年祝い 賀寿のお祝い 叙勲祝い 楽屋見舞い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,ht-84
胡蝶蘭白大輪系3本立ち　お祝いラッピング　送料無料！即日出荷対応！,10800,,3,1,30×45cm,白のかわいらしい大輪系胡蝶蘭です。少しコンパクトな大きさですが、おき場所を選ばず、個人の方のお宅でも飾っていただける商品です。白のスタンダードなスタイルが、個人の方から法人様まで幅広いご用途でご利用いただけます。,博多座　中洲　お誕生日祝い  叙勲祝い 引っ越し祝い 楽屋見舞い 開店祝い 上場祝い 就任祝い 退職祝い 移転祝い 周年祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,鉢,ht-73
胡蝶蘭ピンク大輪系3本立ち　送料無料！,16200,,3,1,70cm×50cm,ピンクの3本立ち胡蝶蘭です。この価格帯が一番法人様のご利用が多いです。お祝いのご用途に最適な商品です同梱物：胡蝶蘭の管理方法,お誕生日祝い 博多座　中洲　 叙勲祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,鉢,ht-74
胡蝶蘭ピンク大輪系3本立ち　送料無料！,27000,,3,1,45×60cm,ピンクの胡蝶蘭3本立ちです。オーソドックスなスタイルの中に華やかさを持った胡蝶蘭です。開店祝いなど法人様のご利用の多い商品です同梱物：胡蝶蘭の管理方法,博多座　中洲　お誕生日祝い 賀寿のお祝い 叙勲祝い  引っ越し祝い 楽屋見舞い 開店祝い 上場祝い 就任祝い 退職祝い 移転祝い 周年祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,鉢,ht-82
胡蝶蘭赤リップ大輪系3本立ち　送料無料！,27000,,3,1,60×70cm,セミアルバという色で、芯の部分だけが赤く、とても優美な雰囲気の胡蝶蘭です。御祝にもお供えにもご利用いただけますので、幅広いニーズにお答えできます。特に法人様のご利用の多い商品です同梱物：胡蝶蘭の管理方法, お誕生日祝い  博多座　中洲　結婚記念日祝い 結婚祝い 出産祝い　開店祝い 上場祝い 就任祝い 退職祝い 移転祝い 周年祝い 引っ越し祝い 楽屋見舞い  賀寿 叙勲祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,鉢,ht-91
胡蝶蘭ピンク大輪系3本立ち　送料無料！,10800,,3,1,30×45cm,ピンクの3本立ち胡蝶蘭です。かわいらしいコンパクトな大きさで置き場所を選ばず、個人の方のお宅にも飾っていただけます。スタンダードなスタイルが、個人様から法人様までどんなお祝いにもご利用いただける商品です。,お誕生日祝い  博多座　中洲　賀寿のお祝い 叙勲祝い  引っ越し祝い 楽屋見舞い お礼 ご挨拶 開店祝い 上場祝い 就任祝い 退職祝い 移転祝い 周年祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,鉢,ht-72
胡蝶蘭ピンク大輪系3本立ち　送料無料！,32400,,3,1,60×90cm,豪華なピンクの大輪系胡蝶蘭5本立ちです。どんなお祝いの用途にもぴったりな胡蝶蘭です。特に法人様からのご利用が多いです同梱物：胡蝶蘭の管理方法,博多座　中洲　お誕生日祝い  賀寿のお祝い 叙勲祝い  引っ越し祝い 楽屋見舞い お礼 開店祝い 上場祝い 就任祝い 退職祝い 移転祝い 周年祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,鉢,ht-83
胡蝶蘭ピンク大輪系3本立ち　送料無料！,21600,,3,1,80cm×50cm,豪華なピンクの３本立ちの胡蝶蘭です。優雅に華麗にお届けします。開店祝や誕生日にもどうぞ,お誕生日祝い 博多座　中洲　 賀寿のお祝い 叙勲祝い  引っ越し祝い 楽屋見舞い 開店祝い 上場祝い 就任祝い 退職祝い 移転祝い 周年祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,HT-58
胡蝶蘭白大輪系5本立ち　お祝いラッピング　送料無料！即日出荷対応！,54000,,3,1,60×90cm,白の大輪系胡蝶蘭５本立ちです。お祝いのラッピングをあしらった大変豪華な見栄えです。開店祝い等法人様のご用途として、お買い求めいただいています。同梱物：胡蝶蘭の管理方法,開店祝い　就任祝い　上場祝い　移転祝い　周年祝　即日,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,ht-94
胡蝶蘭白大輪系３本立ち　お祝いラッピング　送料無料！即日出荷対応！,32400,,3,1,60×90cm,白の3本立ちの胡蝶蘭です。スタンダードないでたちが、昔から愛される胡蝶蘭の象徴的なスタイルです。個人の方から法人様までどんなご用途にも最適な商品です同梱物：胡蝶蘭の管理方法,お誕生日祝い  博多座　中洲　 叙勲祝い  引っ越し祝い 楽屋見舞い 開店祝い 上場祝い 就任祝い 退職祝い 移転祝い 周年祝い　ご葬儀 ,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,鉢,ht-80
胡蝶蘭白大輪系３本立ち　お祝いラッピング　送料無料！即日出荷対応！,16200,,3,1,L600×W350,白胡蝶蘭３本立ちで、一般的な胡蝶蘭です。<br>代表的な贈り物として使われています。<br>いろんな用途にお使いください同梱物：胡蝶蘭の管理方法,お誕生日祝い  賀寿のお祝い 叙勲祝い  引っ越し祝い 楽屋見舞い 開店祝い 上場祝い 就任祝い 退職祝い 移転祝い 周年祝い  中洲,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,HT-45
胡蝶蘭白大輪系3本立ち,27000,,3,1,（W）55cm×（H）800ｃｍ,大輪系白3本立ち　輪数30輪以上　開店祝いや事務所のご移転祝い、などあらゆるお祝いに胡蝶蘭の贈り物が選ばれています。,御祝　開店祝い　博多座　中洲　移転祝い　就任祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,HT-91
胡蝶蘭 白３本立ち　送料無料！即日出荷対応！,21600,,3,1,50×70cm,白の大輪系胡蝶蘭3本立ちです。この胡蝶蘭が当店で一番売れ行きの商品になります。スタンダードなスタイルが、どんなご用途にも最適なフラワーギフトを提供してくれます。同梱物：胡蝶蘭の管理方法,お誕生日祝い 賀寿のお祝い 叙勲祝い  引っ越し祝い 楽屋見舞い 開店祝い 上場祝い 就任祝い 退職祝い 移転祝い 周年祝い 中洲,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,鉢,HT-70
花束【花の南福花園オリジナル】,4320,,2,1,L550×W300,赤を基調とした花束です。赤系花束,お誕生日祝い  結婚記念日,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,束,HT-702
花束【花の南福花園オリジナル】,4320,,2,1,L600×W300,ピンク系でまとめた花束です。<br><br>使用花材：ピンク系花束,お誕生日祝い  結婚記念日,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,HT-703
花束【花の南福花園オリジナル】,3240,,2,1,,人気のひまわりを花束にまとめましたﾋﾏﾜﾘ花束黄オレンジ系花束, 結婚祝い 出産祝い,1,::::::1:1:1:1::,0,1,9999,1,1,0,個,HT-61
アレンジメント3000円,6480,,1,1,（W）30cm×（H）30ｃｍ,ピンクを主体にしたアレンジメントアンスリュームのピンクが夏の季節によく似合います。,開店祝い　周年祝い,1,1:1:1:1:1:::::::,0,1,9999,1,1,0,個,ar24-0405
女性に大人気のピンク系フラワーアレンジメント　送料無料！,5400,,1,1,w280×h250,ピンク系のフラワーアレンジメントです。<br>ピンク系アレンジメント,お誕生日祝い  結婚記念日祝い 結婚祝い 出産祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,MT-41
赤バラかすみ草の花束　送料無料！,10800,,2,1,L700×W500,赤バラとかすみそうでシンプルで豪華な花束<br>贈って喜ばれる花束です。<br>商品番号HT-64<br>赤バラ花束,お誕生日祝い  結婚記念日,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,HT-64
アレンジメント,4320,,1,1,（W）30cm×（H）30ｃｍ,オーソドックスなカーネションミックスにピンクのバラ赤スプレーバラをいれて豪華なアレンジにしました。,誕生日　お見舞い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,2012-haha03
アレンジメント　送料無料！即日出荷対応！,6480,,1,1,（W）40ｃｍ×（H）50ｃｍ,初夏の香り！紫、白系にまとめました。落ち着いた色合いで何の贈り物にもよく似合います。,御供え　初盆　新盆,1,::1:1:1:1:1:1:1:1::,0,1,9999,1,1,0,個,ar24-042101
アレンジメント,3780,,1,1,（W）30cm×（H）30ｃｍ,ピンクでまとめたアレンジメント！アンスリュームを入れて初夏の季節にマッチしたアレンジメントです。,お見舞い　誕生日　記念日,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,ar24-051501
アレンジメント【花の南福花園オリジナル】,5400,,1,1,（W）40ｃｍ×（H）40ｃｍ,ひまわりを使ったアレンジメントで初夏から夏にかけての定番商品でこの時期人気のアレンジメントです。,誕生日　発表会,1,:::1:1:1:1:1:1:::,0,1,9999,1,1,0,個,ar24-042102
お祝スタンド花　送料無料！即日出荷対応！,32400,,4,1,220cm×150cm,開店祝・周年祝・発表会などお祝いの代表的な花です。当店の商品では最大の大きさです。大きさは当店の配達分の大きさですので他県に贈る場合は多少の差がでてきます。,お誕生日祝い　開店祝い 中洲　上場祝い 周年祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,基,IST004
お祝スタンド花　送料無料！即日出荷対応！,21600,,4,1,200cm×150cm,代表的なお祝のスタンド花にもう一段加えました。開店祝・周年祝・発表会など多くのお祝い事に利用されています。,お誕生日祝い　中洲　開店祝い 上場祝い　移転祝い 周年祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,基,IST002
お祝スタンド花　送料無料！即日出荷対応！,16200,,4,1,200cm×150cm,代表的なお祝のスタンド花です。開店祝・周年祝・発表会など多くのお祝い事に利用されています。,お誕生日祝い　中洲　開店祝い 上場祝い　移転祝い 周年祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,基,IST001
アレンジメント,3240,,1,1,(25cm)?(35cm),紅白をして主体にしたアレンジメントです,1337763643YD69XO2JEM.jpg,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,ar24-052301
ミディ胡蝶蘭白2本立ちヘデラ寄せ植え　送料無料！,6480,,3,1,30cm（ｗ）×40ｃｍ（H）,白のかわいらしい2本立ちのミディ系胡蝶蘭です。個人の方の贈り物に最適な商品です。,お誕生日祝い 結婚記念日祝い 結婚祝い 出産祝い 賀寿のお祝い 叙勲祝い  引っ越し祝い 楽屋見舞い お礼 ご挨拶 開店祝い 上場祝い 就任祝い 退職祝い 移転祝い 周年祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,鉢,HT68
胡蝶蘭マウントリップ大輪系３本立　送料無料！,27000,,3,1,60×80cm,華やかなピンクと白のグラデーションの胡蝶蘭３本立ちです。紅白でお祝いのご用途に最適です。開店祝い等法人様のご用途に特にお買い求めいただいています。同梱物：胡蝶蘭の管理方法,開店祝い　就任祝い　上場祝い　周年祝　移転祝い 博多座　中洲,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,鉢,ht-93
ミディ胡蝶蘭黄色風呂敷ラッピング　送料無料！,7560,,3,1,30cm×40cm,胡蝶蘭　ミディミニ胡蝶蘭2本立ち　カラー黄色　お祝い　誕生日　記念日　周年記念　などの贈り物にいかがですか。<br>黄色の花弁に赤いリップが可愛いミディ系の胡蝶蘭で今回は日本古来の贈り物の包みである風呂敷で包みしました。個数限定です。,お誕生日祝い  結婚記念日祝い 結婚祝　開店祝い ,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,鉢,ht-402
ミディ胡蝶蘭　グラスシリーズ白,6480,,3,1,（W）25cm×（H）55cm,ガラスの花瓶に植え込んだ胡蝶蘭です。ハイセンスなイメージで新登場！行動的なお母さんに如何でしょう。きっと喜んで頂ける商品です。,母の日　母の日胡蝶蘭　黄色ミディ胡蝶蘭,1,::::1:::::::,0,1,9999,1,1,0,個,haha24-008
ミディ胡蝶蘭　送料無料！即日出荷対応！,6480,,3,1,30cm（ｗ）×40ｃｍ（H）,ピンクのお花がかわいらしいミディ系胡蝶蘭3本立ちです。個人の方のお祝いに最適な商品です。,お誕生日祝い 結婚記念日祝い 結婚祝い 出産祝い 賀寿のお祝い 叙勲祝い  引っ越し祝い 楽屋見舞い お礼 ご挨拶 卒業祝い　開店祝い 上場祝い 就任祝い 退職祝い 移転祝い 周年祝い カラーピンク　即日,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,鉢,HT69
